name,party_name,election_name,election_date,office,is_incumbent,special_election,created_at,updated_at,ocd_person_id,ocd_candidacy_id,ocd_election_id,ocd_post_id,ocd_contest_id,ocd_party_id,latest_calaccess_filer_id,calaccess_filer_id_count,latest_form501_filing_id,form501_filing_count
PRANAV JANDHYALA,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2018-03-19 04:47:04.640021+00,2018-03-19 04:47:04.670829+00,ocd-person/251d19b0-3a01-4899-9346-f8c38790b95b,ocd-candidacy/23a90422-8ec1-4797-8677-b0ecce19440b,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1402890,1,2218819,1
OWEN POINDEXTER,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:25:55.91586+00,2017-10-25 02:25:55.944787+00,ocd-person/39662c6a-e1bb-470c-85da-80095a0ed338,ocd-candidacy/ab4c41d8-2ffb-4c0e-a11b-b46e2bda04a6,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398306,1,2181121,1
JOVANKA BECKLES,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:17.023626+00,2017-10-25 02:26:17.051945+00,ocd-person/4c68b01b-eb97-4cef-b816-91fda6f4b529,ocd-candidacy/fcda27c1-9326-4ec0-a92d-de1fedb02ebb,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1396342,1,2160086,1
SERGEY R. PITERMAN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2018-03-19 04:46:58.454102+00,2018-03-19 04:46:58.48546+00,ocd-person/515a7121-b2a4-4d8d-8372-1b9c85509dc4,ocd-candidacy/759d90b5-4f86-4938-b552-fbd8662f8eda,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1403001,1,2218969,1
RAQUELLA M. THAMAN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2018-03-19 04:46:51.320057+00,2018-03-19 04:46:51.353291+00,ocd-person/5f625ee0-dd5d-4357-ad0a-932677ae4ef2,ocd-candidacy/268a2a40-bbfb-4b4c-afe6-051fa1bea31d,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1402166,1,2214062,1
BUFFY WICKS,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:31.915043+00,2017-10-25 02:26:31.943739+00,ocd-person/763470be-5a30-49bc-b38d-c61d6ef9b031,ocd-candidacy/f0799839-41a4-4f5a-98f6-dbe963eb05f9,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1396735,1,2161849,1
BEN BARTLETT,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:08.86239+00,2017-10-25 02:26:08.891878+00,ocd-person/7d6ffbe6-62d0-4c8f-8e11-5ed0f079ae65,ocd-candidacy/b7773ac1-964d-4b43-9c92-0cafe0555fc9,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398536,1,2182276,1
ANDY KATZ,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:39.568073+00,2017-10-25 02:26:39.596265+00,ocd-person/878d2e4e-37ab-474c-9dde-cfe7d1a65f35,ocd-candidacy/3e9464b0-0e67-4c3b-8e5d-a9e9a865d92f,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1357439,1,2163096,1
TONY THURMOND,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,t,f,2017-10-25 02:25:48.559374+00,2017-10-25 02:25:48.588119+00,ocd-person/8f252ed2-02b9-4416-b438-3b0afcf35871,ocd-candidacy/3131ef93-8fec-4c22-ac45-56cc1f4ccf18,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1295704,1,2109120,1
ROCHELLE PARDUE-OKIMOTO,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:07.72307+00,2017-10-25 02:26:07.755095+00,ocd-person/ccb652e9-30a1-451d-baaa-c5783d84594a,ocd-candidacy/1dca493a-4002-44b3-be7b-8af655927b82,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398341,1,2181314,1
CHERYL SUDDUTH,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:25:51.279122+00,2017-10-25 02:25:51.307492+00,ocd-person/dc72e626-403f-4112-bfc9-fb80680019b4,ocd-candidacy/337c9e5c-96ea-4a0b-87ae-74c8d50c1e14,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398307,1,2181124,1
JUDY APPEL,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 15,f,f,2017-10-25 02:26:09.353064+00,2017-10-25 02:26:09.381928+00,ocd-person/ebf3043b-744e-4da4-9626-0d87ed1ce414,ocd-candidacy/e45bfdd3-66f1-4bb0-bd48-227e7c275be9,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/154bf8ef-4ec9-4f48-af04-d8995fda82de,ocd-contest/63dd686b-5ec7-4bbf-8aaa-116ffa5bf5a6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1397422,1,2165470,1
REBECCA BAUER-KAHAN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 16,f,f,2017-10-25 02:25:59.092561+00,2017-10-25 02:25:59.120748+00,ocd-person/33c7b917-4429-46f7-b128-14958430bdd4,ocd-candidacy/1e9cb1c1-d34b-4c46-9868-894d7f233d64,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/c7e3cf48-ac24-41a9-9229-10be61b8b481,ocd-contest/307f4d9f-1b89-4a4c-a125-4fe3d95f01e0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398720,1,2183225,1
TOM TARANTINO,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 16,f,f,2017-10-25 02:26:31.595822+00,2017-10-25 02:26:31.625236+00,ocd-person/8c6dc796-1022-4f4c-b322-6a358e39c480,ocd-candidacy/ac3a9135-691a-4a27-9bdf-01891a0e1f12,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/c7e3cf48-ac24-41a9-9229-10be61b8b481,ocd-contest/307f4d9f-1b89-4a4c-a125-4fe3d95f01e0,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398064,1,2179565,1
CATHARINE BAKER,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 16,t,f,2017-10-25 02:26:37.186625+00,2017-10-25 02:26:37.215628+00,ocd-person/cf907d16-85b8-438f-8f97-ff9a488a05f4,ocd-candidacy/7f777977-0ffd-4b22-861d-7f6aac0c706d,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/c7e3cf48-ac24-41a9-9229-10be61b8b481,ocd-contest/307f4d9f-1b89-4a4c-a125-4fe3d95f01e0,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1358730,1,2108905,1
DAVID CHIU,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 17,t,f,2017-10-25 02:25:38.826124+00,2017-10-25 02:25:38.854837+00,ocd-person/7acbed8b-0ea9-4160-bf93-95ae27c75c81,ocd-candidacy/f3380134-b9c4-4ad6-97a8-3ace69cf4588,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/0639aacf-2ff2-47e2-9508-9b38c3eca131,ocd-contest/dd008be0-cd5a-4dbb-9f93-a8af2efbaff1,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1360423,1,2113976,1
ALEJANDRO FERNANDEZ,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 17,f,f,2018-03-19 04:46:51.576509+00,2018-03-19 04:46:51.609842+00,ocd-person/d4b83ce4-d650-4d65-b7de-8ce83f6567f1,ocd-candidacy/a35fa791-631e-48c6-959b-578c619bcd75,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/0639aacf-2ff2-47e2-9508-9b38c3eca131,ocd-contest/dd008be0-cd5a-4dbb-9f93-a8af2efbaff1,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1401486,1,2203104,1
STEVE SLAUSON,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 18,f,f,2018-03-19 04:35:19.489327+00,2018-03-19 04:35:19.522107+00,ocd-person/41047b1f-58d3-441e-bc8f-d605ebd64303,ocd-candidacy/498bae0b-aed8-4166-adc2-1592d1a8c7bc,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/be3af873-656f-45cd-8aef-3bd5fcec2b6b,ocd-contest/515ccbaa-57e9-43b1-89c7-55425d30e53b,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1402894,1,2218937,1
ROB BONTA,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 18,t,f,2017-10-25 02:26:05.383587+00,2017-10-25 02:26:05.412403+00,ocd-person/9f33efdc-6192-453a-8c35-454a2b245b39,ocd-candidacy/3ed934a4-baa9-4e78-ac50-368636700218,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/be3af873-656f-45cd-8aef-3bd5fcec2b6b,ocd-contest/515ccbaa-57e9-43b1-89c7-55425d30e53b,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1339733,1,2108925,1
JAMES R. AGUILAR,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 18,f,f,2017-10-25 02:25:59.48488+00,2017-10-25 02:25:59.51413+00,ocd-person/c5a021e7-6bee-4769-8020-b21d81e4dc4d,ocd-candidacy/f00ed863-5881-4e29-a026-2327bff9796e,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/be3af873-656f-45cd-8aef-3bd5fcec2b6b,ocd-contest/515ccbaa-57e9-43b1-89c7-55425d30e53b,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1386707,1,2053012,1
DAVID S. ERNST,NO PARTY PREFERENCE,2018 PRIMARY,2018-06-05,Assembly 19,f,f,2018-03-19 04:46:58.32689+00,2018-03-19 04:46:58.359796+00,ocd-person/2308a809-f353-43d8-b0b3-510bd5af9b8f,ocd-candidacy/7a20c513-30ff-46ee-bdcf-6be6173cd938,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/f054d5d4-3ac7-4632-97d6-f5182ddad6fe,ocd-contest/8ccf6a52-614e-48ab-8768-aa2b229a6057,ocd-organization/46f60732-75a3-4d9d-941e-bb270ef89000,1402617,1,2217496,1
KEITH R BOGDON,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 19,f,f,2018-03-19 04:46:49.597365+00,2018-03-19 04:46:49.629716+00,ocd-person/379ce737-3bd9-4344-9efe-e16fe0b0e582,ocd-candidacy/fb42c6b2-3523-46e0-a08f-49cab7d91d8e,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/f054d5d4-3ac7-4632-97d6-f5182ddad6fe,ocd-contest/8ccf6a52-614e-48ab-8768-aa2b229a6057,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1402325,1,2214589,1
PHIL TING,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 19,t,f,2017-10-25 02:25:52.121214+00,2017-10-25 02:25:52.150892+00,ocd-person/84914211-164d-4d35-9079-edaa569eeaff,ocd-candidacy/fee574d6-63d2-4394-9ee7-cd6d361fa57f,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/f054d5d4-3ac7-4632-97d6-f5182ddad6fe,ocd-contest/8ccf6a52-614e-48ab-8768-aa2b229a6057,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1343138,1,2121531,1
SHANNON L. O'BRIEN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 20,f,f,2017-10-25 02:26:52.469941+00,2017-10-25 02:26:52.498545+00,ocd-person/f253f4b7-1949-4c67-bec9-9edafdff8a1d,ocd-candidacy/ffa74580-412f-4995-9d1c-73583d18453f,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e33bbd49-05d5-4dde-a9d6-3ba57bf0d3a6,ocd-contest/48e4ffd8-5ba5-4e09-a976-eb639c7e1321,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1365398,1,1971988,1
BILL (WILLIAM J.) QUIRK,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 20,t,f,2017-10-25 02:26:38.57047+00,2017-10-25 02:26:38.59914+00,ocd-person/fcc51c81-3d6a-4558-aca2-9faf5d8cac5b,ocd-candidacy/8cdc685f-9985-4f38-987c-415b2d79dad1,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e33bbd49-05d5-4dde-a9d6-3ba57bf0d3a6,ocd-contest/48e4ffd8-5ba5-4e09-a976-eb639c7e1321,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1336944,1,2109117,1
ADAM C. GRAY,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 21,t,f,2017-10-25 02:26:21.403253+00,2017-10-25 02:26:21.432503+00,ocd-person/3d612e2f-965f-4240-9538-1b671abba0dc,ocd-candidacy/88d79e2d-84de-465a-b1e3-a3c83a87b99f,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/f71f6d53-5028-4c08-9f63-5cedcea605fb,ocd-contest/fde141c8-2df4-4458-b33e-ec6f04960078,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1315410,1,2109347,1
CHRISTINA LASKOWSKI,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 22,f,f,2018-03-19 04:47:10.054097+00,2018-03-19 04:47:10.085857+00,ocd-person/44588eb0-17b1-4640-a5ec-b9951ce73285,ocd-candidacy/c5ba8ae4-b7ec-4c61-aaf9-a1b342f41f4c,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/cc2f1ec1-c2e8-4781-afc0-e7ad91948562,ocd-contest/36b3d4de-e18b-46f5-91c7-bb47a6030e50,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1402959,1,2218868,1
KEVIN MULLIN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 22,t,f,2017-10-25 02:25:28.693512+00,2017-10-25 02:27:00.875106+00,ocd-person/97fb8115-fd63-4e00-bd41-79042893515d,ocd-candidacy/bf356baf-3308-4a6f-b91a-2d6e70e18676,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/cc2f1ec1-c2e8-4781-afc0-e7ad91948562,ocd-contest/36b3d4de-e18b-46f5-91c7-bb47a6030e50,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1342937,1,2118324,2
COLTON S. FOSTER,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 23,f,f,2017-10-25 02:26:31.813905+00,2017-10-25 02:26:31.841805+00,ocd-person/0b917227-149b-4571-9c6d-0277192f4eab,ocd-candidacy/707d7d93-ec10-40fc-8db7-e4bafadcc564,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/6ae663f6-e76b-4749-9633-7aaedd361348,ocd-contest/32ede579-22a4-464e-b19c-43d34c38de1c,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1393764,1,2123884,1
JIM PATTERSON,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 23,t,f,2017-10-25 02:25:58.585899+00,2017-10-25 02:25:58.614988+00,ocd-person/5ccd6880-742b-417e-b5dd-fd187f45cf94,ocd-candidacy/9ef487b4-a3a5-4a3a-91f3-c7e4d1034dd1,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/6ae663f6-e76b-4749-9633-7aaedd361348,ocd-contest/32ede579-22a4-464e-b19c-43d34c38de1c,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1346007,1,2134544,1
AILEEN M. RIZO,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 23,f,f,2018-03-19 04:35:15.851079+00,2018-03-19 04:35:15.883915+00,ocd-person/63f839a4-21e6-4893-951c-681d9e6423ee,ocd-candidacy/d822b6a7-524c-4f33-bb55-55340661aed7,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/6ae663f6-e76b-4749-9633-7aaedd361348,ocd-contest/32ede579-22a4-464e-b19c-43d34c38de1c,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1402165,1,2214059,1
ALEXANDER GLEW,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 24,f,f,2018-03-19 04:46:56.027725+00,2018-03-19 04:46:56.059625+00,ocd-person/2328896d-8c77-4373-a10c-279cb3c9d02c,ocd-candidacy/7d6f521b-f336-44a2-b755-f7774bf3808c,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/cbddf131-6fde-4168-a677-0482fd887ee9,ocd-contest/dd5fe34c-bb96-474d-8bd5-fa9a4222cee6,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1402936,1,2218812,1
MARC BERMAN,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 24,t,f,2017-10-25 02:25:48.674749+00,2017-10-25 02:25:48.703566+00,ocd-person/8d67db9b-e601-4fdc-9b23-72dcd515e9ab,ocd-candidacy/50f4d375-5b8f-4243-a121-a017809ec10c,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/cbddf131-6fde-4168-a677-0482fd887ee9,ocd-contest/dd5fe34c-bb96-474d-8bd5-fa9a4222cee6,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1317907,1,2108911,1
ROBERT D. GOODWYN,LIBERTARIAN,2018 PRIMARY,2018-06-05,Assembly 24,f,f,2018-03-19 04:35:17.376508+00,2018-03-19 04:35:17.412568+00,ocd-person/9e7fbc8b-e254-495f-8030-328715a4bf78,ocd-candidacy/2e38f52e-c64e-4cba-9e69-46c05bc91eb5,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/cbddf131-6fde-4168-a677-0482fd887ee9,ocd-contest/dd5fe34c-bb96-474d-8bd5-fa9a4222cee6,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1002955,1,2214019,1
CARMEN MONTANO,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 25,f,f,2018-03-19 04:46:56.314081+00,2018-03-19 04:46:56.349239+00,ocd-person/1741355e-cb61-4873-b46e-db7ca3dfbe5e,ocd-candidacy/dce3ccd6-dd6d-4d7b-9225-c09767488f20,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/5fa204b8-f6fb-4e58-a9c7-5597c588e477,ocd-contest/d7413789-227f-456d-a860-37021e009d64,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1402795,1,2218289,1
ROBERT V. IMHOFF-DOUSHARM,LIBERTARIAN,2018 PRIMARY,2018-06-05,Assembly 25,f,f,2018-03-19 04:46:59.716078+00,2018-03-19 04:46:59.747892+00,ocd-person/2370e628-bcd1-49c4-911d-8867eda3915c,ocd-candidacy/90be1e15-59ea-4a1e-91e4-53588426a419,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/5fa204b8-f6fb-4e58-a9c7-5597c588e477,ocd-contest/d7413789-227f-456d-a860-37021e009d64,ocd-organization/0f632422-8617-4738-9d45-1ebf82c111ba,1400916,1,2199135,1
KANSEN CHU,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 25,t,f,2017-10-25 02:27:02.333107+00,2017-10-25 02:27:02.361642+00,ocd-person/55932414-1673-4e62-9d8f-7536d22eb4e8,ocd-candidacy/94a7178d-5d0f-436b-bdff-9a4d248d7961,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/5fa204b8-f6fb-4e58-a9c7-5597c588e477,ocd-contest/d7413789-227f-456d-a860-37021e009d64,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1356482,1,2121490,1
BOB BRUNTON,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 25,f,f,2017-10-25 02:26:02.802423+00,2017-10-25 02:26:02.831159+00,ocd-person/6e4ccc36-21bd-47f2-bd23-a0e4dc558cb6,ocd-candidacy/4a22a460-d95d-4748-b957-20263a4ff1d6,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/5fa204b8-f6fb-4e58-a9c7-5597c588e477,ocd-contest/d7413789-227f-456d-a860-37021e009d64,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1363959,1,2182088,1
WARREN GUBLER,NO PARTY PREFERENCE,2018 PRIMARY,2018-06-05,Assembly 26,f,f,2017-10-25 02:26:38.062601+00,2017-10-25 02:26:38.099826+00,ocd-person/52b8493e-7d85-4c0a-9217-58b2ec89eea3,ocd-candidacy/4ef1cf5c-5321-4e56-b76b-c95c58912d67,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e699f647-75a5-45a7-99f8-51b8cb25216c,ocd-contest/0a1f43e6-9357-486f-819f-ba1313bf353b,ocd-organization/46f60732-75a3-4d9d-941e-bb270ef89000,1399205,1,2185508,1
JACK J. LAVERS,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 26,f,f,2017-12-08 23:45:47.863762+00,2017-12-08 23:45:47.896438+00,ocd-person/554d8de7-eb9e-4a13-8f19-4418de69e276,ocd-candidacy/c6523820-8dfb-48cf-b46b-6afb064dc0d0,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e699f647-75a5-45a7-99f8-51b8cb25216c,ocd-contest/0a1f43e6-9357-486f-819f-ba1313bf353b,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1399836,1,2195149,1
DEVON J. MATHIS,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 26,t,f,2017-10-25 02:26:11.063593+00,2017-10-25 02:26:11.092508+00,ocd-person/5e0ab5c1-062b-484b-a9de-1d6bae8a990f,ocd-candidacy/32091231-b24b-472f-a2bd-af5a5d33815f,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e699f647-75a5-45a7-99f8-51b8cb25216c,ocd-contest/0a1f43e6-9357-486f-819f-ba1313bf353b,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1365277,1,2118318,1
JOSE SIGALA,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 26,f,f,2017-10-25 02:25:40.599266+00,2017-10-25 02:25:40.628797+00,ocd-person/633dc8f6-ab2b-4384-b8a9-9c809b5e5240,ocd-candidacy/2c26a35c-363d-4665-9393-9db12a186b77,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e699f647-75a5-45a7-99f8-51b8cb25216c,ocd-contest/0a1f43e6-9357-486f-819f-ba1313bf353b,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1398491,1,2182087,1
BRANDON L. SANTRY,REPUBLICAN,2018 PRIMARY,2018-06-05,Assembly 26,f,f,2017-10-25 02:25:46.635561+00,2017-10-25 02:25:46.665512+00,ocd-person/8c5edd1b-d00b-422c-aad2-ae07487d0f15,ocd-candidacy/411da238-ce58-4a3c-bf44-4a892880e890,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/e699f647-75a5-45a7-99f8-51b8cb25216c,ocd-contest/0a1f43e6-9357-486f-819f-ba1313bf353b,ocd-organization/731c91f2-7707-4ac5-9943-4fefa4612452,1399039,1,2184641,1
MICHAEL H. VARTANIAN,UNKNOWN,2018 PRIMARY,2018-06-05,Assembly 27,f,f,2017-12-08 23:46:04.276737+00,2017-12-08 23:46:04.345049+00,ocd-person/11c011e3-9c01-4585-8c53-17581aad5d68,ocd-candidacy/5ac163b6-d6d9-4202-b1ea-dc603f407775,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/0a15d258-0c50-47c8-a8d6-8419a69c7706,ocd-contest/06bc5aae-47e6-411d-b8aa-80c2993ed618,ocd-organization/8689e82c-783f-4824-bd07-3158b59adffa,1400450,1,2197295,1
ASH KALRA,DEMOCRATIC,2018 PRIMARY,2018-06-05,Assembly 27,t,f,2017-10-25 02:26:10.601634+00,2017-10-25 02:26:10.629696+00,ocd-person/358fa320-d934-42a0-acce-ab5078acf82f,ocd-candidacy/8cb63589-df94-475f-9814-c97b3aa0ae22,ocd-election/0f7a6b2f-b7c8-4c52-af8e-797208c0599c,ocd-post/0a15d258-0c50-47c8-a8d6-8419a69c7706,ocd-contest/06bc5aae-47e6-411d-b8aa-80c2993ed618,ocd-organization/169e9416-915b-4462-94cf-82e116e78f1b,1372978,1,2123824,1
